time;BESScb_BESScb_injector_PInjPu;BESScb_BESScb_injector_PInjPuSn;BESScb_BESScb_injector_QInjPu;BESScb_BESScb_injector_QInjPuSn;BESScb_BESScb_injector_terminal_V_re;BESScb_BESScb_injector_terminal_i_re;BESScb_BESScb_injector_terminal_V_im;BESScb_BESScb_injector_terminal_i_im;BESScb_BESScb_injector_UPu;BESScb_BESScb_pll_omegaPLLPu;BESScb_BESScb_reecC_idCmdPu;BESScb_BESScb_reecC_iqCmdPu;
1.503135;0.049097;0.818291;0.045000;0.750000;1.000000;-0.049097;0.000000;0.045000;1.000000;1.000000;0.818291;0.750000;
1.503135;0.049097;0.818291;0.045000;0.750000;1.000000;-0.049097;0.000000;0.045000;1.000000;1.000000;0.818291;0.750000;
1.503145;0.049097;0.818291;0.045000;0.750000;1.000000;-0.049097;0.000000;0.045000;1.000000;1.000000;0.818291;0.750000;
1.503152;0.049097;0.818291;0.045000;0.750000;1.000000;-0.049097;0.000000;0.045000;1.000000;1.000000;0.818291;0.750000;
1.503152;0.049097;0.818291;0.045000;0.750000;1.000000;-0.049097;0.000000;0.045000;1.000000;1.000000;0.818291;0.750000;
1.503162;0.049097;0.818291;0.045000;0.750000;1.000000;-0.049097;0.000000;0.045000;1.000000;1.000000;0.817892;0.750000;
1.503172;0.049097;0.818290;0.045000;0.750000;1.000000;-0.049097;0.000000;0.045000;1.000000;1.000000;0.817494;0.750000;
1.503192;0.049097;0.818289;0.045000;0.750000;1.000000;-0.049097;0.000000;0.045000;1.000000;1.000000;0.816700;0.750000;
1.503232;0.049097;0.818283;0.045000;0.750000;1.000000;-0.049097;0.000000;0.045000;1.000000;1.000000;0.815122;0.750000;
1.503312;0.049096;0.818261;0.045000;0.750000;1.000000;-0.049096;0.000000;0.045000;1.000000;1.000000;0.812001;0.750000;
1.503472;0.049090;0.818174;0.045000;0.750000;1.000000;-0.049090;0.000000;0.045000;1.000000;1.000000;0.805904;0.750000;
1.503792;0.049070;0.817839;0.045000;0.750000;1.000000;-0.049070;0.000000;0.045000;1.000000;1.000000;0.794255;0.750000;
1.504432;0.048995;0.816591;0.045000;0.750000;1.000000;-0.048995;0.000000;0.045000;1.000000;1.000000;0.772933;0.750000;
1.505712;0.048734;0.812232;0.045000;0.750000;1.000000;-0.048734;0.000000;0.045000;1.000000;1.000000;0.736852;0.750000;
1.508272;0.047916;0.798593;0.045000;0.750000;1.000000;-0.047916;0.000000;0.045000;1.000000;1.000000;0.683428;0.750000;
1.510832;0.046836;0.780594;0.045000;0.750000;1.000000;-0.046836;0.000000;0.045000;1.000000;1.000000;0.646590;0.750000;
1.513392;0.045632;0.760525;0.045000;0.750000;1.000000;-0.045632;0.000000;0.045000;1.000000;1.000000;0.620388;0.750000;
1.514806;0.044953;0.749215;0.045000;0.750000;1.000000;-0.044953;0.000000;0.045000;1.000000;1.000000;0.608997;0.750000;
1.514806;0.044953;0.749215;0.045000;0.750000;1.000000;-0.044953;0.000000;0.045000;1.000000;1.000000;0.609528;0.750000;
1.514816;0.044948;0.749133;0.045000;0.749999;1.000000;-0.044948;0.000000;0.045000;1.000000;1.000000;0.609458;0.748502;
1.514826;0.044943;0.749050;0.045000;0.749998;1.000000;-0.044943;0.000000;0.045000;1.000000;1.000000;0.609387;0.747005;
1.514846;0.044933;0.748886;0.045000;0.749992;1.000000;-0.044933;0.000000;0.045000;1.000000;1.000000;0.609246;0.744015;
1.514886;0.044913;0.748558;0.044998;0.749971;1.000000;-0.044913;0.000000;0.044998;1.000000;1.000000;0.608966;0.738051;
1.514966;0.044874;0.747901;0.044993;0.749886;1.000000;-0.044874;0.000000;0.044993;1.000000;1.000000;0.608408;0.726195;
1.515126;0.044795;0.746589;0.044973;0.749555;1.000000;-0.044795;0.000000;0.044973;1.000000;1.000000;0.607307;0.702763;
1.515446;0.044638;0.743972;0.044896;0.748261;1.000000;-0.044638;0.000000;0.044896;1.000000;1.000000;0.605163;0.657001;
1.516086;0.044326;0.738769;0.044599;0.743322;1.000000;-0.044326;0.000000;0.044599;1.000000;1.000000;0.601094;0.569696;
1.517366;0.043711;0.728521;0.043517;0.725278;1.000000;-0.043711;0.000000;0.043517;1.000000;1.000000;0.593732;0.410582;
1.518646;0.043111;0.718517;0.041869;0.697812;1.000000;-0.043111;0.000000;0.041869;1.000000;1.000000;0.587280;0.270464;
1.519926;0.042528;0.708797;0.039767;0.662776;1.000000;-0.042528;0.000000;0.039767;1.000000;1.000000;0.581597;0.147197;
1.521206;0.041964;0.699392;0.037310;0.621832;1.000000;-0.041964;0.000000;0.037310;1.000000;1.000000;0.576564;0.038797;
1.521706;0.041749;0.695809;0.036277;0.604620;1.000000;-0.041749;0.000000;0.036277;1.000000;1.000000;0.574747;0.000003;
1.521706;0.041749;0.695809;0.036277;0.604620;1.000000;-0.041749;0.000000;0.036277;1.000000;1.000000;0.574754;0.000000;
1.521716;0.041744;0.695737;0.036256;0.604265;1.000000;-0.041744;0.000000;0.036256;1.000000;1.000000;0.574718;0.000000;
1.521726;0.041740;0.695666;0.036235;0.603910;1.000000;-0.041740;0.000000;0.036235;1.000000;1.000000;0.574683;0.000000;
1.521746;0.041731;0.695524;0.036192;0.603200;1.000000;-0.041731;0.000000;0.036192;1.000000;1.000000;0.574613;0.000000;
1.521786;0.041714;0.695240;0.036107;0.601782;1.000000;-0.041714;0.000000;0.036107;1.000000;1.000000;0.574473;0.000000;
1.521866;0.041680;0.694672;0.035937;0.598957;1.000000;-0.041680;0.000000;0.035937;1.000000;1.000000;0.574194;0.000000;
1.522026;0.041612;0.693541;0.035601;0.593346;1.000000;-0.041612;0.000000;0.035601;1.000000;1.000000;0.573642;0.000000;
1.522346;0.041478;0.691295;0.034937;0.582281;1.000000;-0.041478;0.000000;0.034937;1.000000;1.000000;0.572559;0.000000;
1.522986;0.041212;0.686869;0.033646;0.560761;1.000000;-0.041212;0.000000;0.033646;1.000000;1.000000;0.570481;0.000000;
1.524266;0.040697;0.678285;0.031202;0.520039;1.000000;-0.040697;0.000000;0.031202;1.000000;1.000000;0.566629;0.000000;
1.526826;0.039731;0.662178;0.026819;0.446986;1.000000;-0.039731;0.000000;0.026819;1.000000;1.000000;0.559927;0.000000;
1.529386;0.038847;0.647457;0.023045;0.384077;1.000000;-0.038847;0.000000;0.023045;1.000000;1.000000;0.554302;0.000000;
1.529991;0.038650;0.644171;0.022230;0.370496;1.000000;-0.038650;0.000000;0.022230;1.000000;1.000000;0.553090;0.000000;
1.529991;0.038650;0.644171;0.022230;0.370496;1.000000;-0.038650;0.000000;0.022230;1.000000;1.000000;0.553090;0.000000;
1.530001;0.038647;0.644117;0.022217;0.370278;1.000000;-0.038647;0.000000;0.022217;1.000000;1.000000;0.553076;0.000000;
1.530011;0.038644;0.644064;0.022204;0.370060;1.000000;-0.038644;0.000000;0.022204;1.000000;1.000000;0.553057;0.000000;
1.530031;0.038637;0.643957;0.022178;0.369625;1.000000;-0.038637;0.000000;0.022178;1.000000;1.000000;0.553018;0.000000;
1.530071;0.038625;0.643743;0.022125;0.368757;1.000000;-0.038625;0.000000;0.022125;1.000000;1.000000;0.552942;0.000000;
1.530151;0.038599;0.643316;0.022022;0.367025;1.000000;-0.038599;0.000000;0.022022;1.000000;1.000000;0.552789;0.000000;
1.530311;0.038548;0.642467;0.021815;0.363587;1.000000;-0.038548;0.000000;0.021815;1.000000;1.000000;0.552486;0.000000;
1.530631;0.038447;0.640783;0.021408;0.356807;1.000000;-0.038447;0.000000;0.021408;1.000000;1.000000;0.551886;0.000000;
1.531271;0.038249;0.637476;0.020617;0.343620;1.000000;-0.038249;0.000000;0.020617;1.000000;1.000000;0.550718;0.000000;
1.532551;0.037866;0.631098;0.019120;0.318666;1.000000;-0.037866;0.000000;0.019120;1.000000;1.000000;0.548489;0.000000;
1.535111;0.037154;0.619229;0.016434;0.273902;1.000000;-0.037154;0.000000;0.016434;1.000000;1.000000;0.544389;0.000000;
1.537671;0.036508;0.608467;0.014121;0.235353;1.000000;-0.036508;0.000000;0.014121;1.000000;1.000000;0.540680;0.000000;
1.540231;0.035923;0.598711;0.012132;0.202203;1.000000;-0.035923;0.000000;0.012132;1.000000;1.000000;0.537268;0.000000;
1.542791;0.035392;0.589860;0.010423;0.173714;1.000000;-0.035392;0.000000;0.010423;1.000000;1.000000;0.534084;0.000000;
1.545351;0.034909;0.581815;0.008954;0.149236;1.000000;-0.034909;0.000000;0.008954;1.000000;1.000000;0.531072;0.000000;
1.547911;0.034469;0.574486;0.007692;0.128205;1.000000;-0.034469;0.000000;0.007692;1.000000;1.000000;0.528197;0.000000;
1.550471;0.034067;0.567791;0.006608;0.110138;1.000000;-0.034067;0.000000;0.006608;1.000000;1.000000;0.525431;0.000000;
1.553031;0.033699;0.561654;0.005677;0.094617;1.000000;-0.033699;0.000000;0.005677;1.000000;1.000000;0.522757;0.000000;
1.555591;0.033361;0.556010;0.004877;0.081283;1.000000;-0.033361;0.000000;0.004877;1.000000;1.000000;0.520164;0.000000;
1.558151;0.033048;0.550800;0.004190;0.069828;1.000000;-0.033048;0.000000;0.004190;1.000000;1.000000;0.517646;0.000000;
1.560711;0.032758;0.545974;0.003599;0.059988;1.000000;-0.032758;0.000000;0.003599;1.000000;1.000000;0.515198;0.000000;
1.563271;0.032489;0.541487;0.003092;0.051534;1.000000;-0.032489;0.000000;0.003092;1.000000;1.000000;0.512821;0.000000;
1.565831;0.032238;0.537302;0.002656;0.044272;1.000000;-0.032238;0.000000;0.002656;1.000000;1.000000;0.510513;0.000000;
1.568391;0.032003;0.533386;0.002282;0.038033;1.000000;-0.032003;0.000000;0.002282;1.000000;1.000000;0.508277;0.000000;
1.570951;0.031783;0.529712;0.001960;0.032673;1.000000;-0.031783;0.000000;0.001960;1.000000;1.000000;0.506114;0.000000;
1.573511;0.031575;0.526256;0.001684;0.028068;1.000000;-0.031575;0.000000;0.001684;1.000000;1.000000;0.504026;0.000000;
1.576071;0.031380;0.522997;0.001447;0.024113;1.000000;-0.031380;0.000000;0.001447;1.000000;1.000000;0.502014;0.000000;
1.578631;0.031195;0.519919;0.001243;0.020715;1.000000;-0.031195;0.000000;0.001243;1.000000;1.000000;0.500082;0.000000;
1.581191;0.031020;0.517008;0.001068;0.017796;1.000000;-0.031020;0.000000;0.001068;1.000000;1.000000;0.498229;0.000000;
1.583751;0.030855;0.514251;0.000917;0.015288;1.000000;-0.030855;0.000000;0.000917;1.000000;1.000000;0.496458;0.000000;
1.586311;0.030698;0.511639;0.000788;0.013133;1.000000;-0.030698;0.000000;0.000788;1.000000;1.000000;0.494769;0.000000;
1.588871;0.030550;0.509162;0.000677;0.011283;1.000000;-0.030550;0.000000;0.000677;1.000000;1.000000;0.493164;0.000000;
1.591431;0.030409;0.506813;0.000582;0.009693;1.000000;-0.030409;0.000000;0.000582;1.000000;1.000000;0.491642;0.000000;
1.596551;0.030148;0.502470;0.000427;0.007117;1.000000;-0.030148;0.000000;0.000427;1.000000;1.000000;0.488849;0.000000;
1.601159;0.029937;0.498946;0.000323;0.005383;1.000000;-0.029937;0.000000;0.000323;1.000000;1.000000;0.486620;0.000000;
1.605767;0.029746;0.495763;0.000244;0.004065;1.000000;-0.029746;0.000000;0.000244;1.000000;1.000000;0.484654;0.000000;
1.610375;0.029574;0.492902;0.000184;0.003068;1.000000;-0.029574;0.000000;0.000184;1.000000;1.000000;0.482945;0.000000;
1.614983;0.029421;0.490346;0.000139;0.002314;1.000000;-0.029421;0.000000;0.000139;1.000000;1.000000;0.481485;0.000000;
1.619591;0.029285;0.488081;0.000105;0.001745;1.000000;-0.029285;0.000000;0.000105;1.000000;1.000000;0.480265;0.000000;
1.624199;0.029166;0.486093;0.000079;0.001316;1.000000;-0.029166;0.000000;0.000079;1.000000;1.000000;0.479272;0.000000;
1.628807;0.029062;0.484368;0.000060;0.000992;1.000000;-0.029062;0.000000;0.000060;1.000000;1.000000;0.478495;0.000000;
1.633415;0.028974;0.482894;0.000045;0.000748;1.000000;-0.028974;0.000000;0.000045;1.000000;1.000000;0.477922;0.000000;
1.638023;0.028899;0.481658;0.000034;0.000564;1.000000;-0.028899;0.000000;0.000034;1.000000;1.000000;0.477539;0.000000;
1.642631;0.028839;0.480646;0.000026;0.000425;1.000000;-0.028839;0.000000;0.000026;1.000000;1.000000;0.477333;0.000000;
1.647239;0.028791;0.479846;0.000019;0.000321;1.000000;-0.028791;0.000000;0.000019;1.000000;1.000000;0.477289;0.000000;
1.651847;0.028755;0.479245;0.000015;0.000242;1.000000;-0.028755;0.000000;0.000015;1.000000;1.000000;0.477395;0.000000;
1.656455;0.028730;0.478829;0.000011;0.000182;1.000000;-0.028730;0.000000;0.000011;1.000000;1.000000;0.477638;0.000000;
1.661063;0.028715;0.478584;0.000008;0.000137;1.000000;-0.028715;0.000000;0.000008;1.000000;1.000000;0.478003;0.000000;
1.665671;0.028710;0.478498;0.000006;0.000104;1.000000;-0.028710;0.000000;0.000006;1.000000;1.000000;0.478478;0.000000;
1.670279;0.028713;0.478558;0.000005;0.000078;1.000000;-0.028713;0.000000;0.000005;1.000000;1.000000;0.479051;0.000000;
1.679495;0.028743;0.479048;0.000003;0.000043;1.000000;-0.028743;0.000000;0.000003;1.000000;1.000000;0.480427;0.000000;
1.688711;0.028798;0.479966;0.000001;0.000023;1.000000;-0.028798;0.000000;0.000001;1.000000;1.000000;0.482053;0.000000;
1.697927;0.028873;0.481221;0.000001;0.000012;1.000000;-0.028873;0.000000;0.000001;1.000000;1.000000;0.483850;0.000000;
1.707143;0.028964;0.482730;0.000000;0.000006;1.000000;-0.028964;0.000000;0.000000;1.000000;1.000000;0.485748;0.000000;
1.716359;0.029065;0.484415;0.000000;0.000003;1.000000;-0.029065;0.000000;0.000000;1.000000;1.000000;0.487683;0.000000;
1.725575;0.029172;0.486204;0.000000;0.000002;1.000000;-0.029172;0.000000;0.000000;1.000000;1.000000;0.489602;0.000000;
1.744007;0.029388;0.489807;0.000000;0.000000;1.000000;-0.029388;0.000000;-0.000000;1.000000;1.000000;0.493189;0.000000;
1.752190;0.029481;0.491349;-0.000000;-0.000000;1.000000;-0.029481;0.000000;-0.000000;1.000000;1.000000;0.494632;0.000000;
1.752190;0.029481;0.491349;-0.000000;-0.000000;1.000000;-0.029481;0.000000;-0.000000;1.000000;1.000000;0.494632;0.000000;
1.752200;0.029481;0.491351;-0.000000;-0.000000;1.000000;-0.029481;0.000000;-0.000000;1.000000;1.000000;0.494634;0.000000;
1.752210;0.029481;0.491353;-0.000000;-0.000000;1.000000;-0.029481;0.000000;-0.000000;1.000000;1.000000;0.494636;0.000000;
1.752230;0.029481;0.491357;-0.000000;-0.000000;1.000000;-0.029481;0.000000;-0.000000;1.000000;1.000000;0.494639;0.000000;
1.752270;0.029482;0.491365;-0.000000;-0.000000;1.000000;-0.029482;0.000000;-0.000000;1.000000;1.000000;0.494646;0.000000;
1.752350;0.029483;0.491380;-0.000000;-0.000000;1.000000;-0.029483;0.000000;-0.000000;1.000000;1.000000;0.494660;0.000000;
1.752510;0.029485;0.491411;-0.000000;-0.000000;1.000000;-0.029485;0.000000;-0.000000;1.000000;1.000000;0.494688;0.000000;
1.752830;0.029488;0.491473;-0.000000;-0.000000;1.000000;-0.029488;0.000000;-0.000000;1.000000;1.000000;0.494744;0.000000;
1.753470;0.029496;0.491596;-0.000000;-0.000000;1.000000;-0.029496;0.000000;-0.000000;1.000000;1.000000;0.494855;0.000000;
1.754750;0.029510;0.491840;-0.000000;-0.000000;1.000000;-0.029510;0.000000;-0.000000;1.000000;1.000000;0.495075;0.000000;
1.757310;0.029539;0.492323;-0.000000;-0.000000;1.000000;-0.029539;0.000000;-0.000000;1.000000;1.000000;0.495505;0.000000;
1.762430;0.029596;0.493263;-0.000000;-0.000000;1.000000;-0.029596;0.000000;-0.000000;1.000000;1.000000;0.496329;0.000000;
1.772670;0.029702;0.495026;-0.000000;-0.000000;1.000000;-0.029702;0.000000;-0.000000;1.000000;1.000000;0.497825;0.000000;
1.793150;0.029881;0.498014;0.000000;0.000000;1.000000;-0.029881;0.000000;0.000000;1.000000;1.000000;0.500206;0.000000;
1.834110;0.030111;0.501856;0.000000;0.000000;1.000000;-0.030111;0.000000;0.000000;1.000000;1.000000;0.502860;0.000000;
1.875070;0.030196;0.503266;0.000000;0.000000;1.000000;-0.030196;0.000000;0.000000;1.000000;1.000000;0.503347;0.000000;
1.916030;0.030182;0.503032;0.000000;0.000000;1.000000;-0.030182;0.000000;0.000000;1.000000;1.000000;0.502593;0.000000;
1.956990;0.030120;0.502006;0.000000;0.000000;1.000000;-0.030120;0.000000;0.000000;1.000000;1.000000;0.501416;0.000000;
1.997950;0.030052;0.500863;0.000000;0.000000;1.000000;-0.030052;0.000000;0.000000;1.000000;1.000000;0.500364;0.000000;
2.038910;0.030000;0.499994;0.000000;0.000000;1.000000;-0.030000;0.000000;0.000000;1.000000;1.000000;0.499691;0.000000;
2.120830;0.029959;0.499315;0.000000;0.000000;1.000000;-0.029959;0.000000;0.000000;1.000000;1.000000;0.499313;0.000000;
2.202750;0.029969;0.499478;0.000000;0.000000;1.000000;-0.029969;0.000000;0.000000;1.000000;1.000000;0.499599;0.000000;
2.284670;0.029991;0.499851;0.000000;0.000000;1.000000;-0.029991;0.000000;0.000000;1.000000;1.000000;0.499951;0.000000;
2.448510;0.030008;0.500137;0.000000;0.000000;1.000000;-0.030008;0.000000;0.000000;1.000000;1.000000;0.500153;0.000000;
2.776190;0.030002;0.500032;0.000000;0.000000;1.000000;-0.030002;0.000000;0.000000;1.000000;1.000000;0.500027;0.000000;
3.000000;0.030000;0.500005;0.000000;0.000000;1.000000;-0.030000;0.000000;0.000000;1.000000;1.000000;0.500002;0.000000;
